Lot_ID,Process_Seq,Process_Step,Equipment_ID,Recipe,Process_Date
LOT_202603_0128,1,Lithography,EQP_LITHO_01,RCP_LIT_02,2026-03-10
LOT_202603_0128,2,Etch,EQP_ETCH_02,RCP_ETC_01,2026-03-11
LOT_202603_0128,3,Deposition,EQP_DEP_01,RCP_DEP_03,2026-03-12
LOT_202603_0128,4,CMP,EQP_CMP_03,RCP_CMP_04,2026-03-13
LOT_202603_0128,5,Inspection,EQP_INSP_02,RCP_INS_03,2026-03-14
LOT_202603_0129,1,Lithography,EQP_LITHO_04,RCP_LIT_02,2026-03-26
LOT_202603_0129,2,Etch,EQP_ETCH_04,RCP_ETC_02,2026-03-27
LOT_202603_0129,3,Deposition,EQP_DEP_01,RCP_DEP_01,2026-03-28
LOT_202603_0129,4,CMP,EQP_CMP_03,RCP_CMP_01,2026-03-29
LOT_202603_0129,5,Inspection,EQP_INSP_01,RCP_INS_03,2026-03-30
LOT_202603_0130,1,Lithography,EQP_LITHO_02,RCP_LIT_04,2026-03-02
LOT_202603_0130,2,Etch,EQP_ETCH_01,RCP_ETC_02,2026-03-03
LOT_202603_0130,3,Deposition,EQP_DEP_01,RCP_DEP_04,2026-03-04
LOT_202603_0130,4,CMP,EQP_CMP_03,RCP_CMP_04,2026-03-05
LOT_202603_0130,5,Inspection,EQP_INSP_01,RCP_INS_04,2026-03-06
LOT_202603_0131,1,Lithography,EQP_LITHO_02,RCP_LIT_03,2026-03-19
LOT_202603_0131,2,Etch,EQP_ETCH_02,RCP_ETC_02,2026-03-20
LOT_202603_0131,3,Deposition,EQP_DEP_03,RCP_DEP_02,2026-03-21
LOT_202603_0131,4,CMP,EQP_CMP_02,RCP_CMP_02,2026-03-22
LOT_202603_0131,5,Inspection,EQP_INSP_03,RCP_INS_04,2026-03-23
LOT_202603_0132,1,Lithography,EQP_LITHO_02,RCP_LIT_03,2026-03-09
LOT_202603_0132,2,Etch,EQP_ETCH_02,RCP_ETC_04,2026-03-10
LOT_202603_0132,3,Deposition,EQP_DEP_02,RCP_DEP_04,2026-03-11
LOT_202603_0132,4,CMP,EQP_CMP_02,RCP_CMP_04,2026-03-12
LOT_202603_0132,5,Inspection,EQP_INSP_01,RCP_INS_01,2026-03-13
LOT_202603_0133,1,Lithography,EQP_LITHO_01,RCP_LIT_01,2026-03-07
LOT_202603_0133,2,Etch,EQP_ETCH_03,RCP_ETC_02,2026-03-08
LOT_202603_0133,3,Deposition,EQP_DEP_02,RCP_DEP_01,2026-03-09
LOT_202603_0133,4,CMP,EQP_CMP_03,RCP_CMP_04,2026-03-10
LOT_202603_0133,5,Inspection,EQP_INSP_01,RCP_INS_04,2026-03-11
LOT_202603_0134,1,Lithography,EQP_LITHO_04,RCP_LIT_03,2026-03-04
LOT_202603_0134,2,Etch,EQP_ETCH_04,RCP_ETC_03,2026-03-05
LOT_202603_0134,3,Deposition,EQP_DEP_03,RCP_DEP_04,2026-03-06
LOT_202603_0134,4,CMP,EQP_CMP_02,RCP_CMP_01,2026-03-07
LOT_202603_0134,5,Inspection,EQP_INSP_01,RCP_INS_01,2026-03-08
LOT_202603_0135,1,Lithography,EQP_LITHO_02,RCP_LIT_02,2026-03-26
LOT_202603_0135,2,Etch,EQP_ETCH_03,RCP_ETC_03,2026-03-27
LOT_202603_0135,3,Deposition,EQP_DEP_01,RCP_DEP_01,2026-03-28
LOT_202603_0135,4,CMP,EQP_CMP_02,RCP_CMP_04,2026-03-29
LOT_202603_0135,5,Inspection,EQP_INSP_02,RCP_INS_01,2026-03-30
LOT_202603_0136,1,Lithography,EQP_LITHO_04,RCP_LIT_03,2026-03-21
LOT_202603_0136,2,Etch,EQP_ETCH_02,RCP_ETC_01,2026-03-22
LOT_202603_0136,3,Deposition,EQP_DEP_01,RCP_DEP_02,2026-03-23
LOT_202603_0136,4,CMP,EQP_CMP_03,RCP_CMP_01,2026-03-24
LOT_202603_0136,5,Inspection,EQP_INSP_01,RCP_INS_01,2026-03-25
LOT_202603_0137,1,Lithography,EQP_LITHO_03,RCP_LIT_02,2026-03-18
LOT_202603_0137,2,Etch,EQP_ETCH_03,RCP_ETC_02,2026-03-19
LOT_202603_0137,3,Deposition,EQP_DEP_03,RCP_DEP_02,2026-03-20
LOT_202603_0137,4,CMP,EQP_CMP_03,RCP_CMP_02,2026-03-21
LOT_202603_0137,5,Inspection,EQP_INSP_03,RCP_INS_03,2026-03-22
LOT_202603_0138,1,Lithography,EQP_LITHO_02,RCP_LIT_04,2026-03-13
LOT_202603_0138,2,Etch,EQP_ETCH_02,RCP_ETC_01,2026-03-14
LOT_202603_0138,3,Deposition,EQP_DEP_02,RCP_DEP_02,2026-03-15
LOT_202603_0138,4,CMP,EQP_CMP_02,RCP_CMP_01,2026-03-16
LOT_202603_0138,5,Inspection,EQP_INSP_03,RCP_INS_02,2026-03-17
LOT_202603_0139,1,Lithography,EQP_LITHO_04,RCP_LIT_02,2026-03-11
LOT_202603_0139,2,Etch,EQP_ETCH_03,RCP_ETC_03,2026-03-12
LOT_202603_0139,3,Deposition,EQP_DEP_02,RCP_DEP_01,2026-03-13
LOT_202603_0139,4,CMP,EQP_CMP_03,RCP_CMP_01,2026-03-14
LOT_202603_0139,5,Inspection,EQP_INSP_03,RCP_INS_02,2026-03-15
LOT_202603_0140,1,Lithography,EQP_LITHO_03,RCP_LIT_02,2026-03-24
LOT_202603_0140,2,Etch,EQP_ETCH_02,RCP_ETC_04,2026-03-25
LOT_202603_0140,3,Deposition,EQP_DEP_02,RCP_DEP_01,2026-03-26
LOT_202603_0140,4,CMP,EQP_CMP_02,RCP_CMP_01,2026-03-27
LOT_202603_0140,5,Inspection,EQP_INSP_01,RCP_INS_02,2026-03-28
LOT_202603_0141,1,Lithography,EQP_LITHO_01,RCP_LIT_02,2026-03-04
LOT_202603_0141,2,Etch,EQP_ETCH_01,RCP_ETC_02,2026-03-05
LOT_202603_0141,3,Deposition,EQP_DEP_02,RCP_DEP_01,2026-03-06
LOT_202603_0141,4,CMP,EQP_CMP_03,RCP_CMP_03,2026-03-07
LOT_202603_0141,5,Inspection,EQP_INSP_01,RCP_INS_02,2026-03-08
LOT_202603_0142,1,Lithography,EQP_LITHO_01,RCP_LIT_02,2026-03-25
LOT_202603_0142,2,Etch,EQP_ETCH_04,RCP_ETC_04,2026-03-26
LOT_202603_0142,3,Deposition,EQP_DEP_01,RCP_DEP_03,2026-03-27
LOT_202603_0142,4,CMP,EQP_CMP_01,RCP_CMP_04,2026-03-28
LOT_202603_0142,5,Inspection,EQP_INSP_01,RCP_INS_03,2026-03-29
LOT_202603_0143,1,Lithography,EQP_LITHO_02,RCP_LIT_01,2026-03-21
LOT_202603_0143,2,Etch,EQP_ETCH_04,RCP_ETC_04,2026-03-22
LOT_202603_0143,3,Deposition,EQP_DEP_01,RCP_DEP_03,2026-03-23
LOT_202603_0143,4,CMP,EQP_CMP_02,RCP_CMP_02,2026-03-24
LOT_202603_0143,5,Inspection,EQP_INSP_03,RCP_INS_03,2026-03-25
LOT_202603_0144,1,Lithography,EQP_LITHO_04,RCP_LIT_03,2026-03-25
LOT_202603_0144,2,Etch,EQP_ETCH_02,RCP_ETC_02,2026-03-26
LOT_202603_0144,3,Deposition,EQP_DEP_02,RCP_DEP_03,2026-03-27
LOT_202603_0144,4,CMP,EQP_CMP_02,RCP_CMP_01,2026-03-28
LOT_202603_0144,5,Inspection,EQP_INSP_03,RCP_INS_04,2026-03-29
LOT_202603_0145,1,Lithography,EQP_LITHO_03,RCP_LIT_03,2026-03-04
LOT_202603_0145,2,Etch,EQP_ETCH_03,RCP_ETC_01,2026-03-05
LOT_202603_0145,3,Deposition,EQP_DEP_02,RCP_DEP_02,2026-03-06
LOT_202603_0145,4,CMP,EQP_CMP_03,RCP_CMP_03,2026-03-07
LOT_202603_0145,5,Inspection,EQP_INSP_01,RCP_INS_04,2026-03-08
LOT_202603_0146,1,Lithography,EQP_LITHO_04,RCP_LIT_01,2026-03-10
LOT_202603_0146,2,Etch,EQP_ETCH_01,RCP_ETC_04,2026-03-11
LOT_202603_0146,3,Deposition,EQP_DEP_01,RCP_DEP_04,2026-03-12
LOT_202603_0146,4,CMP,EQP_CMP_02,RCP_CMP_03,2026-03-13
LOT_202603_0146,5,Inspection,EQP_INSP_02,RCP_INS_03,2026-03-14
LOT_202603_0147,1,Lithography,EQP_LITHO_01,RCP_LIT_02,2026-03-05
LOT_202603_0147,2,Etch,EQP_ETCH_04,RCP_ETC_03,2026-03-06
LOT_202603_0147,3,Deposition,EQP_DEP_03,RCP_DEP_04,2026-03-07
LOT_202603_0147,4,CMP,EQP_CMP_02,RCP_CMP_02,2026-03-08
LOT_202603_0147,5,Inspection,EQP_INSP_03,RCP_INS_01,2026-03-09
LOT_202603_0148,1,Lithography,EQP_LITHO_01,RCP_LIT_02,2026-03-09
LOT_202603_0148,2,Etch,EQP_ETCH_03,RCP_ETC_03,2026-03-10
LOT_202603_0148,3,Deposition,EQP_DEP_01,RCP_DEP_02,2026-03-11
LOT_202603_0148,4,CMP,EQP_CMP_02,RCP_CMP_03,2026-03-12
LOT_202603_0148,5,Inspection,EQP_INSP_01,RCP_INS_02,2026-03-13
LOT_202603_0149,1,Lithography,EQP_LITHO_03,RCP_LIT_03,2026-03-24
LOT_202603_0149,2,Etch,EQP_ETCH_01,RCP_ETC_01,2026-03-25
LOT_202603_0149,3,Deposition,EQP_DEP_02,RCP_DEP_02,2026-03-26
LOT_202603_0149,4,CMP,EQP_CMP_01,RCP_CMP_01,2026-03-27
LOT_202603_0149,5,Inspection,EQP_INSP_01,RCP_INS_02,2026-03-28
LOT_202603_0150,1,Lithography,EQP_LITHO_01,RCP_LIT_04,2026-03-03
LOT_202603_0150,2,Etch,EQP_ETCH_03,RCP_ETC_04,2026-03-04
LOT_202603_0150,3,Deposition,EQP_DEP_03,RCP_DEP_03,2026-03-05
LOT_202603_0150,4,CMP,EQP_CMP_01,RCP_CMP_04,2026-03-06
LOT_202603_0150,5,Inspection,EQP_INSP_03,RCP_INS_01,2026-03-07
