고객ID,성별,나이,가입채널,요금제,가입일,가입경과월,최근30일_로그인수,월평균사용시간,고객센터문의수,최근3개월_결제실패,이탈여부,이탈일
C1650,남,27,오프라인매장,스탠다드,2024-02-27,27,11,19.7,1,1,N,
C1651,여,26,제휴이벤트,베이직,2025-04-07,13,2,10.0,1,0,Y,2025-06-30
C1652,여,36,소셜미디어,스탠다드,2024-12-29,17,10,11.4,1,1,N,
C1653,남,48,소셜미디어,프리미엄,2025-02-03,16,15,20.9,0,0,N,
C1654,여,22,소셜미디어,베이직,2024-01-22,28,13,20.7,2,0,N,
C1655,남,19,검색광고,스탠다드,2025-07-10,10,10,30.8,1,0,N,
C1656,여,48,소셜미디어,스탠다드,2023-12-22,29,13,34.2,1,0,N,
C1657,남,31,검색광고,베이직,2025-11-07,6,17,13.9,3,0,N,
C1658,여,33,소셜미디어,스탠다드,2024-08-25,21,12,10.3,1,0,N,
C1659,남,19,검색광고,스탠다드,2024-08-09,22,11,25.6,0,0,N,
C1660,남,30,소셜미디어,베이직,2024-07-18,22,11,6.8,2,0,N,
C1661,여,38,오프라인매장,베이직,2024-08-24,21,15,26.5,1,0,N,
C1662,남,49,검색광고,프리미엄,2025-05-09,12,12,27.5,2,0,N,
C1663,남,29,지인추천,베이직,2024-11-10,18,16,13.3,0,0,N,
C1664,남,58,제휴이벤트,스탠다드,2023-10-14,32,8,3.7,1,0,N,
C1665,여,30,지인추천,스탠다드,2025-01-24,16,9,29.0,1,0,N,
C1666,여,30,검색광고,프리미엄,2024-03-11,27,8,35.4,0,0,N,
C1667,여,56,소셜미디어,스탠다드,2023-09-24,32,12,34.2,0,0,N,
C1668,남,41,지인추천,프리미엄,2025-11-11,6,5,13.9,1,2,Y,2026-02-19
C1669,남,31,지인추천,스탠다드,2024-04-28,25,14,8.5,2,0,N,
C1670,남,36,검색광고,베이직,2025-02-23,15,16,18.5,0,0,N,
C1671,여,54,소셜미디어,베이직,2023-12-01,30,10,20.6,0,1,N,
C1672,여,56,지인추천,베이직,2024-05-27,24,11,19.0,1,0,N,
C1673,여,28,소셜미디어,베이직,2024-07-15,22,15,25.0,2,0,N,
C1674,여,37,지인추천,베이직,2023-10-21,31,3,4.0,2,0,Y,2025-09-13
C1675,남,39,검색광고,베이직,2026-04-02,1,13,6.7,1,0,N,
C1676,여,26,소셜미디어,베이직,2024-04-27,25,10,5.4,0,0,N,
C1677,남,37,제휴이벤트,베이직,2025-02-10,15,12,29.3,0,0,N,
C1678,남,38,소셜미디어,베이직,2025-01-23,16,12,8.4,2,0,N,
C1679,남,52,지인추천,스탠다드,2024-08-31,21,13,19.0,0,0,N,
C1680,남,52,소셜미디어,스탠다드,2025-02-13,15,7,13.0,1,0,N,
C1681,남,34,소셜미디어,프리미엄,2025-01-23,16,16,13.3,1,0,N,
C1682,남,35,제휴이벤트,스탠다드,2023-08-25,33,22,16.1,2,0,N,
C1683,남,46,소셜미디어,프리미엄,2025-05-13,12,13,13.6,0,1,N,
C1684,여,31,검색광고,스탠다드,2023-09-30,32,17,6.7,0,0,N,
C1685,남,45,제휴이벤트,베이직,2024-09-06,21,9,16.1,0,0,N,
C1686,남,37,오프라인매장,프리미엄,2024-06-23,23,5,11.6,0,0,N,
C1687,여,26,오프라인매장,베이직,2024-09-19,20,13,11.2,0,2,N,
C1688,여,27,검색광고,스탠다드,2023-08-16,33,10,40.4,0,0,N,
C1689,여,55,검색광고,스탠다드,2025-06-16,11,19,7.6,0,0,N,
C1690,남,36,지인추천,베이직,2024-08-19,21,13,15.7,1,1,N,
C1691,여,58,검색광고,스탠다드,2023-08-04,34,14,19.8,0,0,N,
C1692,남,32,검색광고,베이직,2023-06-04,36,6,40.4,1,1,N,
C1693,남,41,오프라인매장,베이직,2024-12-27,17,14,9.4,2,0,N,
C1694,여,67,소셜미디어,베이직,2025-05-10,12,7,33.3,0,1,N,
C1695,여,25,검색광고,베이직,2025-01-03,17,11,16.1,0,0,N,
C1696,여,19,검색광고,베이직,2025-07-07,10,4,6.6,2,0,Y,2026-03-31
C1697,여,53,소셜미디어,스탠다드,2025-08-14,9,12,24.3,1,0,N,
C1698,여,28,지인추천,스탠다드,2025-12-15,5,3,14.4,1,0,Y,2025-12-31
C1699,남,38,제휴이벤트,스탠다드,2026-04-12,1,4,13.6,0,0,N,
C1700,남,31,검색광고,스탠다드,2025-12-29,5,14,20.6,0,2,N,
C1701,남,41,검색광고,베이직,2025-09-25,8,1,7.7,0,0,Y,2026-03-31
C1702,남,27,지인추천,베이직,2024-09-01,21,4,7.5,1,0,Y,2026-04-04
C1703,여,36,소셜미디어,스탠다드,2024-11-18,18,14,26.4,0,0,N,
C1704,남,43,지인추천,프리미엄,2025-03-18,14,13,12.0,0,1,N,
C1705,여,26,제휴이벤트,베이직,2023-11-28,30,15,14.6,4,0,N,
C1706,여,30,지인추천,베이직,2025-05-22,12,17,6.8,0,0,N,
C1707,여,34,소셜미디어,스탠다드,2025-02-16,15,12,23.3,0,0,N,
C1708,남,21,제휴이벤트,프리미엄,2024-12-06,18,3,7.3,1,0,Y,2026-01-01
C1709,남,33,검색광고,베이직,2025-11-05,6,9,35.4,0,0,N,
C1710,여,39,제휴이벤트,베이직,2025-06-01,12,4,3.7,1,0,Y,2025-07-29
C1711,여,33,지인추천,베이직,2026-02-18,3,12,42.9,1,0,N,
C1712,여,35,지인추천,스탠다드,2026-04-05,1,15,25.3,0,0,N,
C1713,여,38,제휴이벤트,프리미엄,2025-10-26,7,9,3.7,2,0,N,
C1714,여,30,지인추천,스탠다드,2024-04-13,25,9,24.7,1,1,N,
C1715,남,46,소셜미디어,베이직,2023-12-19,29,8,12.8,0,0,N,
C1716,여,55,소셜미디어,스탠다드,2024-04-14,25,3,6.2,0,1,Y,2026-01-07
C1717,남,32,오프라인매장,프리미엄,2025-06-28,11,12,14.0,0,0,N,
C1718,여,44,지인추천,스탠다드,2025-12-07,5,4,12.9,0,3,Y,2026-04-01
C1719,여,35,검색광고,프리미엄,2025-12-24,5,4,2.5,0,0,Y,2026-03-13
C1720,여,42,오프라인매장,베이직,2025-05-29,12,9,16.6,0,1,N,
C1721,남,57,지인추천,베이직,2025-05-26,12,16,17.3,1,0,N,
C1722,남,44,소셜미디어,스탠다드,2026-03-10,2,5,13.8,0,0,N,
C1723,여,19,검색광고,스탠다드,2025-05-31,12,12,10.6,3,0,N,
C1724,남,43,소셜미디어,프리미엄,2023-10-29,31,21,4.3,1,0,N,
C1725,남,53,검색광고,스탠다드,2024-11-14,18,15,16.7,1,0,N,
C1726,남,35,검색광고,베이직,2024-06-16,23,7,23.3,0,0,N,
C1727,남,50,소셜미디어,베이직,2025-04-09,13,10,18.3,2,0,N,
C1728,남,30,검색광고,스탠다드,2025-04-08,13,12,10.6,0,1,N,
C1729,여,20,소셜미디어,베이직,2024-04-09,26,18,17.4,1,0,N,
C1730,남,40,오프라인매장,스탠다드,2024-04-15,25,3,14.2,0,0,Y,2025-01-16
C1731,남,19,소셜미디어,베이직,2023-09-03,33,21,12.3,0,0,N,
C1732,남,35,제휴이벤트,베이직,2024-04-08,26,13,19.6,1,0,N,
C1733,남,53,제휴이벤트,스탠다드,2025-10-29,7,14,21.1,2,0,N,
C1734,남,19,지인추천,베이직,2025-04-28,13,11,8.0,0,0,N,
C1735,여,23,제휴이벤트,스탠다드,2026-03-01,3,2,6.0,1,1,Y,2026-05-16
C1736,남,26,제휴이벤트,스탠다드,2026-02-11,3,3,6.0,0,1,Y,2026-04-06
C1737,남,37,소셜미디어,스탠다드,2025-11-29,6,15,17.9,0,0,N,
C1738,남,34,오프라인매장,스탠다드,2023-12-09,30,12,31.7,2,0,N,
C1739,남,55,검색광고,스탠다드,2024-05-21,24,13,9.1,0,1,N,
C1740,남,49,오프라인매장,프리미엄,2023-08-01,34,5,13.1,0,0,Y,2025-06-26
C1741,남,44,지인추천,베이직,2023-09-08,33,18,24.2,1,0,N,
C1742,여,40,검색광고,베이직,2024-02-02,28,16,43.5,2,0,N,
C1743,남,43,소셜미디어,스탠다드,2024-03-25,26,2,2.0,2,1,Y,2026-05-14
C1744,여,28,제휴이벤트,스탠다드,2023-06-17,35,19,3.5,0,0,N,
C1745,남,48,소셜미디어,스탠다드,2025-11-14,6,13,55.4,1,0,N,
C1746,남,25,검색광고,스탠다드,2024-12-13,17,4,3.1,1,2,Y,2025-07-04
C1747,남,48,검색광고,스탠다드,2025-04-29,13,7,11.0,0,2,N,
C1748,여,52,지인추천,베이직,2025-04-27,13,19,11.1,1,0,N,
C1749,여,41,제휴이벤트,스탠다드,2026-03-26,2,11,9.4,0,0,N,
C1750,남,36,오프라인매장,베이직,2023-11-04,31,11,23.6,1,2,N,
C1751,남,43,소셜미디어,베이직,2024-05-30,24,10,15.7,2,0,N,
C1752,남,19,검색광고,스탠다드,2024-04-24,25,9,12.0,2,1,N,
C1753,남,42,검색광고,스탠다드,2025-01-08,16,13,39.6,0,0,N,
C1754,여,37,소셜미디어,베이직,2024-12-12,17,9,4.6,1,0,N,
C1755,남,37,제휴이벤트,프리미엄,2025-09-19,8,9,28.7,0,1,N,
C1756,남,46,오프라인매장,스탠다드,2025-01-18,16,17,17.1,1,0,N,
C1757,여,37,소셜미디어,스탠다드,2024-02-05,28,14,11.9,0,0,N,
C1758,남,24,지인추천,프리미엄,2025-01-22,16,16,12.7,0,0,N,
C1759,남,36,소셜미디어,베이직,2026-03-23,2,4,5.9,1,1,Y,2026-04-26
C1760,여,39,지인추천,스탠다드,2025-02-06,15,14,11.1,0,0,N,
C1761,남,39,지인추천,베이직,2025-02-20,15,17,26.5,0,0,N,
C1762,남,40,오프라인매장,베이직,2023-12-05,30,16,14.2,0,0,N,
C1763,남,50,지인추천,베이직,2023-06-09,36,13,24.6,1,0,N,
C1764,여,25,제휴이벤트,베이직,2024-01-10,29,3,5.1,0,3,Y,2025-07-22
C1765,남,40,소셜미디어,스탠다드,2023-06-27,35,4,7.8,1,1,Y,2026-04-04
C1766,남,53,검색광고,베이직,2024-09-24,20,4,7.8,0,1,Y,2026-02-16
C1767,남,19,검색광고,스탠다드,2025-12-26,5,4,7.1,2,0,Y,2026-03-14
C1768,남,40,지인추천,베이직,2024-09-18,20,16,33.2,1,0,N,
C1769,여,31,지인추천,베이직,2025-04-18,13,19,34.9,1,0,N,
C1770,남,34,지인추천,프리미엄,2025-11-28,6,12,25.8,1,0,N,
C1771,여,27,오프라인매장,스탠다드,2025-08-21,9,18,29.9,3,0,N,
C1772,여,36,소셜미디어,프리미엄,2025-04-23,13,11,25.1,0,0,N,
C1773,여,60,오프라인매장,스탠다드,2025-09-12,8,10,13.6,0,0,N,
C1774,남,23,오프라인매장,베이직,2024-03-25,26,10,16.4,1,0,N,
C1775,여,24,소셜미디어,스탠다드,2024-08-21,21,11,5.1,1,0,N,
C1776,여,22,소셜미디어,스탠다드,2024-07-29,22,9,10.2,1,0,N,
C1777,남,59,검색광고,베이직,2025-09-28,8,10,7.8,1,0,N,
C1778,여,32,소셜미디어,프리미엄,2024-08-09,22,11,11.8,0,0,N,
C1779,여,38,오프라인매장,스탠다드,2026-02-23,3,4,8.1,1,0,Y,2026-04-12
C1780,남,33,제휴이벤트,스탠다드,2023-12-16,29,1,5.4,1,1,Y,2026-04-18
C1781,여,27,지인추천,스탠다드,2023-12-01,30,13,27.1,1,0,N,
C1782,남,35,소셜미디어,스탠다드,2025-07-02,11,10,10.4,0,1,N,
C1783,여,67,오프라인매장,베이직,2025-08-22,9,10,24.0,0,0,N,
C1784,여,55,오프라인매장,프리미엄,2025-05-24,12,11,9.9,0,1,N,
C1785,남,28,소셜미디어,베이직,2024-04-23,25,3,12.8,2,0,Y,2026-04-07
C1786,여,46,제휴이벤트,베이직,2023-06-10,36,3,4.2,0,2,Y,2025-06-27
C1787,남,28,검색광고,베이직,2024-05-08,25,15,22.2,1,1,N,
C1788,여,19,검색광고,스탠다드,2024-10-09,19,4,4.8,0,0,Y,2026-01-05
C1789,여,50,검색광고,프리미엄,2024-08-13,21,14,37.5,0,0,N,
C1790,남,52,검색광고,프리미엄,2026-02-06,3,13,36.7,2,0,N,
C1791,남,51,제휴이벤트,스탠다드,2025-12-06,5,13,21.8,4,0,N,
C1792,남,32,소셜미디어,프리미엄,2025-09-03,9,9,21.6,1,1,N,
C1793,남,36,소셜미디어,스탠다드,2023-06-24,35,11,26.1,0,1,N,
C1794,남,47,소셜미디어,베이직,2023-10-14,32,16,23.8,1,0,N,
C1795,남,43,소셜미디어,스탠다드,2024-09-05,21,14,27.9,0,0,N,
C1796,남,33,소셜미디어,베이직,2025-03-24,14,11,10.2,0,0,N,
C1797,남,19,검색광고,베이직,2025-05-25,12,13,17.8,0,0,N,
C1798,여,39,오프라인매장,베이직,2024-04-11,26,11,12.5,0,0,N,
C1799,여,51,검색광고,베이직,2023-09-26,32,10,36.5,0,0,N,
C1800,여,24,오프라인매장,프리미엄,2024-05-15,24,12,8.6,0,1,N,
C1801,남,46,검색광고,프리미엄,2025-09-21,8,11,39.7,0,0,N,
C1802,여,42,오프라인매장,베이직,2026-04-16,1,12,18.0,1,1,N,
C1803,여,47,제휴이벤트,스탠다드,2026-02-28,3,10,28.1,0,0,N,
C1804,남,48,검색광고,베이직,2025-02-21,15,12,13.3,0,0,N,
C1805,남,30,검색광고,베이직,2023-09-05,33,10,8.1,0,0,N,
C1806,여,19,제휴이벤트,베이직,2026-03-27,2,9,35.7,0,0,N,
C1807,남,32,소셜미디어,베이직,2023-11-10,31,15,22.8,1,0,N,
C1808,여,49,지인추천,베이직,2024-03-12,27,10,9.0,0,1,N,
C1809,여,31,검색광고,베이직,2026-04-03,1,18,16.7,1,0,N,
C1810,남,30,소셜미디어,베이직,2024-11-18,18,17,16.1,0,0,N,
C1811,남,19,지인추천,베이직,2023-12-28,29,8,22.4,0,0,N,
C1812,여,59,제휴이벤트,프리미엄,2024-11-16,18,10,10.2,1,0,N,
C1813,여,48,소셜미디어,베이직,2023-08-24,33,14,8.9,0,0,N,
C1814,남,47,오프라인매장,베이직,2024-05-02,25,4,19.1,3,0,N,
C1815,여,50,오프라인매장,스탠다드,2026-03-11,2,14,10.6,1,0,N,
C1816,여,45,검색광고,베이직,2024-04-13,25,8,36.3,1,1,N,
C1817,여,35,소셜미디어,스탠다드,2026-01-06,4,15,26.7,0,0,N,
C1818,여,36,검색광고,베이직,2024-12-30,17,17,26.3,0,0,N,
C1819,남,33,소셜미디어,스탠다드,2025-04-29,13,9,5.0,1,0,N,
C1820,남,69,지인추천,스탠다드,2025-06-18,11,14,13.6,0,0,N,
C1821,여,45,소셜미디어,스탠다드,2025-01-08,16,18,15.1,0,0,N,
C1822,남,32,검색광고,스탠다드,2023-07-07,35,13,9.6,0,0,N,
C1823,여,44,오프라인매장,베이직,2026-02-03,3,4,9.5,1,2,Y,2026-04-02
C1824,여,26,지인추천,베이직,2024-10-18,19,14,22.2,0,0,N,
C1825,남,56,지인추천,베이직,2025-04-29,13,20,25.8,1,0,N,
C1826,여,30,지인추천,스탠다드,2025-01-10,16,12,29.6,2,0,N,
C1827,남,44,검색광고,베이직,2025-05-02,13,13,28.9,0,0,N,
C1828,여,51,오프라인매장,베이직,2024-06-12,23,16,57.8,0,1,N,
C1829,남,43,소셜미디어,스탠다드,2025-11-15,6,11,17.5,2,0,N,
C1830,여,39,소셜미디어,베이직,2024-01-25,28,12,15.9,3,1,N,
C1831,여,38,검색광고,베이직,2025-04-26,13,10,23.7,0,0,N,
C1832,남,37,지인추천,스탠다드,2025-02-05,16,7,32.3,2,0,N,
C1833,여,31,지인추천,베이직,2024-11-18,18,13,6.7,1,0,N,
C1834,여,33,소셜미디어,프리미엄,2023-06-24,35,13,11.4,1,0,N,
C1835,여,56,제휴이벤트,프리미엄,2024-07-20,22,8,12.9,0,0,N,
C1836,여,37,제휴이벤트,프리미엄,2023-07-21,34,2,7.4,0,1,Y,2026-03-17
C1837,여,29,검색광고,베이직,2024-11-17,18,2,5.4,0,0,Y,2025-07-20
C1838,남,32,오프라인매장,베이직,2025-06-02,12,8,29.9,0,0,N,
C1839,여,51,소셜미디어,스탠다드,2024-12-08,17,8,19.8,2,0,N,
C1840,남,46,제휴이벤트,스탠다드,2025-08-15,9,13,16.6,0,0,N,
C1841,여,45,검색광고,스탠다드,2024-06-19,23,7,22.3,0,0,N,
C1842,여,35,소셜미디어,베이직,2024-04-22,25,15,5.5,0,0,N,
C1843,남,45,소셜미디어,베이직,2024-09-20,20,6,21.8,0,0,N,
C1844,남,30,소셜미디어,베이직,2024-01-31,28,11,10.7,1,0,N,
C1845,여,35,오프라인매장,베이직,2025-10-01,8,15,27.2,0,0,N,
C1846,남,50,지인추천,베이직,2025-10-10,7,14,6.1,1,0,N,
C1847,여,48,검색광고,프리미엄,2024-08-17,21,12,23.1,0,0,N,
C1848,남,26,지인추천,베이직,2025-09-22,8,9,10.9,0,0,N,
C1849,여,28,제휴이벤트,스탠다드,2023-06-28,35,14,32.6,0,0,N,
C1850,남,39,오프라인매장,프리미엄,2023-11-12,31,15,7.1,0,1,N,
C1851,남,59,지인추천,베이직,2024-03-28,26,13,18.1,1,1,N,
C1852,여,19,소셜미디어,스탠다드,2024-07-18,22,1,10.1,0,1,Y,2026-05-15
C1853,여,41,검색광고,스탠다드,2024-02-02,28,3,8.4,0,0,Y,2025-07-10
C1854,남,21,제휴이벤트,베이직,2024-11-27,18,12,21.1,0,0,N,
C1855,남,30,오프라인매장,스탠다드,2025-09-23,8,12,8.5,1,1,N,
C1856,여,34,지인추천,프리미엄,2024-09-28,20,12,8.2,1,0,N,
C1857,여,33,제휴이벤트,스탠다드,2024-09-21,20,15,20.6,0,0,N,
C1858,남,32,검색광고,프리미엄,2023-08-03,34,8,19.0,0,0,N,
C1859,여,38,오프라인매장,프리미엄,2024-03-25,26,4,9.9,1,0,N,
C1860,여,32,검색광고,베이직,2025-10-07,7,3,3.8,1,0,Y,2026-02-02
C1861,여,20,검색광고,스탠다드,2025-10-11,7,9,16.8,1,0,N,
C1862,여,47,소셜미디어,스탠다드,2023-09-20,32,17,14.4,1,0,N,
C1863,여,47,소셜미디어,스탠다드,2023-06-21,35,10,42.8,0,1,N,
C1864,남,48,제휴이벤트,스탠다드,2025-11-02,7,7,33.6,1,1,N,
C1865,여,20,소셜미디어,스탠다드,2023-12-03,30,14,26.7,0,0,N,
C1866,여,42,제휴이벤트,프리미엄,2025-02-01,16,8,35.7,0,1,N,
C1867,여,46,오프라인매장,베이직,2025-10-28,7,9,12.4,0,0,N,
C1868,남,26,오프라인매장,스탠다드,2025-09-16,8,10,13.4,0,1,N,
C1869,남,38,제휴이벤트,베이직,2025-01-07,16,7,31.1,0,0,N,
C1870,여,37,소셜미디어,스탠다드,2024-07-06,23,3,7.2,0,1,Y,2026-03-29
C1871,남,60,소셜미디어,스탠다드,2025-09-01,9,13,18.6,0,1,N,
C1872,여,61,검색광고,스탠다드,2025-06-09,11,18,9.2,2,0,N,
C1873,남,19,소셜미디어,베이직,2025-11-09,6,9,30.4,0,0,N,
C1874,여,68,제휴이벤트,스탠다드,2024-11-29,18,10,23.7,1,0,N,
C1875,여,27,지인추천,베이직,2026-02-28,3,12,15.3,1,0,N,
C1876,남,50,소셜미디어,베이직,2025-08-28,9,16,13.5,0,0,N,
C1877,남,50,검색광고,베이직,2023-08-07,34,13,32.9,1,0,N,
C1878,여,26,지인추천,프리미엄,2024-04-08,26,13,12.5,1,0,N,
C1879,여,44,오프라인매장,베이직,2025-09-29,8,17,7.6,0,0,N,
C1880,남,37,소셜미디어,프리미엄,2023-10-02,32,9,33.8,0,1,N,
C1881,여,45,오프라인매장,베이직,2025-06-24,11,13,34.2,1,0,N,
C1882,여,41,지인추천,스탠다드,2024-05-28,24,8,12.4,1,1,N,
C1883,남,52,오프라인매장,스탠다드,2024-01-07,29,9,46.9,1,0,N,
C1884,남,39,소셜미디어,스탠다드,2024-12-27,17,9,17.0,0,0,N,
C1885,남,36,지인추천,스탠다드,2026-02-17,3,3,5.0,1,0,Y,2026-05-14
C1886,남,51,검색광고,스탠다드,2026-01-12,4,16,23.3,0,1,N,
C1887,남,45,소셜미디어,프리미엄,2024-08-04,22,10,8.4,0,0,N,
C1888,남,47,오프라인매장,스탠다드,2023-06-04,36,20,10.5,3,0,N,
C1889,여,30,지인추천,베이직,2026-01-01,5,11,20.7,0,0,N,
C1890,남,25,검색광고,베이직,2026-01-11,4,12,18.8,1,0,N,
C1891,여,31,제휴이벤트,스탠다드,2025-03-06,15,9,28.0,0,0,N,
C1892,남,31,검색광고,스탠다드,2025-03-31,14,8,9.1,0,0,N,
C1893,남,47,지인추천,스탠다드,2024-12-12,17,8,42.9,1,0,N,
C1894,여,50,제휴이벤트,스탠다드,2023-06-14,36,12,14.3,0,1,N,
C1895,여,36,지인추천,베이직,2023-11-17,30,5,18.5,0,0,N,
C1896,남,55,제휴이벤트,스탠다드,2023-10-31,31,22,13.9,1,0,N,
C1897,남,54,지인추천,스탠다드,2026-01-29,4,11,8.4,0,0,N,
C1898,남,41,오프라인매장,스탠다드,2023-07-24,34,2,7.0,0,3,Y,2025-01-15
C1899,여,28,오프라인매장,스탠다드,2025-01-13,16,8,25.0,2,0,N,
C1900,남,57,오프라인매장,프리미엄,2024-06-21,23,18,16.1,2,0,N,
C1901,남,37,검색광고,스탠다드,2023-06-07,36,7,11.2,0,0,N,
C1902,남,40,오프라인매장,프리미엄,2026-02-03,3,3,11.4,0,1,Y,2026-04-02
C1903,남,34,검색광고,베이직,2023-06-20,35,10,29.0,1,0,N,
C1904,여,27,제휴이벤트,스탠다드,2025-11-28,6,18,15.7,0,1,N,
C1905,여,20,검색광고,스탠다드,2025-09-06,8,15,21.4,0,1,N,
C1906,남,46,검색광고,스탠다드,2025-09-23,8,16,28.4,1,0,N,
C1907,남,29,제휴이벤트,베이직,2023-11-20,30,3,10.0,0,0,Y,2025-12-26
C1908,남,69,검색광고,스탠다드,2025-12-25,5,21,21.1,0,0,N,
C1909,남,25,소셜미디어,베이직,2025-02-27,15,10,24.4,1,0,N,
C1910,여,23,오프라인매장,프리미엄,2024-08-02,22,10,22.1,1,0,N,
C1911,여,44,검색광고,베이직,2025-05-26,12,8,18.0,1,0,N,
C1912,여,56,검색광고,베이직,2024-05-29,24,12,9.0,1,0,N,
C1913,여,39,지인추천,스탠다드,2024-03-24,26,9,10.3,0,0,N,
C1914,여,45,검색광고,베이직,2024-04-02,26,14,22.6,1,0,N,
C1915,여,19,검색광고,베이직,2025-01-27,16,10,13.8,1,0,N,
C1916,남,30,검색광고,스탠다드,2025-03-02,15,11,22.2,1,0,N,
C1917,남,25,소셜미디어,스탠다드,2024-02-11,28,11,8.9,0,0,N,
C1918,남,19,소셜미디어,베이직,2024-02-17,27,14,11.8,1,0,N,
C1919,여,39,검색광고,스탠다드,2026-03-04,2,13,16.1,0,1,N,
C1920,남,19,지인추천,스탠다드,2024-11-30,18,2,1.8,1,0,Y,2025-12-11
C1921,여,22,지인추천,스탠다드,2025-12-03,5,11,10.9,0,0,N,
C1922,여,32,검색광고,베이직,2024-05-17,24,11,12.6,0,1,N,
C1923,여,28,소셜미디어,베이직,2024-04-02,26,8,19.6,0,0,N,
C1924,남,43,제휴이벤트,프리미엄,2024-03-27,26,12,15.6,1,0,N,
C1925,남,42,지인추천,스탠다드,2024-12-15,17,19,20.1,0,0,N,
C1926,남,49,소셜미디어,베이직,2025-09-07,8,7,18.3,0,0,N,
C1927,여,47,소셜미디어,프리미엄,2024-11-15,18,7,15.3,0,0,N,
C1928,여,52,검색광고,베이직,2024-04-10,26,8,12.6,0,0,N,
C1929,여,38,제휴이벤트,스탠다드,2026-03-19,2,17,18.6,0,0,N,
C1930,남,42,제휴이벤트,스탠다드,2025-01-30,16,16,32.3,2,0,N,
C1931,남,44,제휴이벤트,프리미엄,2024-07-24,22,12,12.6,0,0,N,
C1932,남,40,검색광고,프리미엄,2023-06-11,36,9,42.0,0,0,N,
C1933,여,33,소셜미디어,베이직,2025-01-19,16,16,18.8,0,3,N,
C1934,여,34,검색광고,스탠다드,2025-03-23,14,9,27.3,0,0,N,
C1935,남,28,소셜미디어,베이직,2026-02-14,3,4,21.5,2,0,N,
C1936,여,43,소셜미디어,스탠다드,2024-02-01,28,9,23.1,0,0,N,
C1937,남,37,지인추천,스탠다드,2023-11-21,30,12,10.9,2,0,N,
C1938,여,30,검색광고,베이직,2026-04-30,1,21,13.8,1,0,N,
C1939,남,30,제휴이벤트,베이직,2025-01-07,16,11,6.6,1,0,N,
C1940,남,23,검색광고,베이직,2023-06-29,35,10,15.9,1,0,N,
C1941,여,50,검색광고,베이직,2023-09-21,32,4,9.7,0,0,Y,2025-02-23
C1942,남,39,제휴이벤트,베이직,2024-10-19,19,3,6.4,1,0,Y,2025-09-05
C1943,남,28,오프라인매장,프리미엄,2025-03-19,14,15,28.1,1,0,N,
C1944,남,48,소셜미디어,스탠다드,2024-02-15,27,10,14.5,1,0,N,
C1945,남,31,지인추천,스탠다드,2024-06-24,23,6,12.2,1,0,N,
C1946,여,21,검색광고,프리미엄,2025-07-24,10,16,13.5,0,1,N,
C1947,여,50,검색광고,스탠다드,2026-03-27,2,13,25.4,0,0,N,
C1948,여,32,지인추천,베이직,2024-11-04,19,14,37.5,2,0,N,
C1949,남,33,소셜미디어,프리미엄,2024-08-16,21,17,44.2,1,0,N,
C1950,여,38,지인추천,스탠다드,2024-06-19,23,15,24.0,0,2,N,
C1951,남,52,검색광고,스탠다드,2023-10-24,31,8,27.4,0,0,N,
C1952,남,38,오프라인매장,프리미엄,2023-07-27,34,3,3.0,3,1,Y,2026-03-13
C1953,남,24,오프라인매장,스탠다드,2025-11-05,6,11,8.8,0,0,N,
C1954,여,45,검색광고,스탠다드,2023-07-10,35,12,11.1,1,0,N,
C1955,여,32,검색광고,프리미엄,2025-10-22,7,10,33.3,2,0,N,
C1956,여,61,소셜미디어,스탠다드,2024-02-19,27,10,33.0,0,0,N,
C1957,여,38,오프라인매장,프리미엄,2025-06-10,11,7,49.1,2,0,N,
C1958,남,19,오프라인매장,베이직,2026-03-10,2,11,11.0,1,0,N,
C1959,여,42,오프라인매장,베이직,2025-08-06,9,13,16.9,3,0,N,
C1960,여,61,소셜미디어,스탠다드,2025-07-16,10,4,2.6,0,3,Y,2025-12-24
C1961,남,57,검색광고,베이직,2024-03-08,27,14,8.0,0,0,N,
C1962,남,60,지인추천,프리미엄,2025-02-27,15,13,15.2,0,0,N,
C1963,남,26,검색광고,베이직,2025-04-14,13,1,4.5,2,0,Y,2026-03-22
C1964,여,49,오프라인매장,스탠다드,2024-08-26,21,14,11.3,1,0,N,
C1965,남,29,검색광고,베이직,2023-07-11,35,9,12.9,1,0,N,
C1966,여,41,소셜미디어,프리미엄,2026-01-27,4,8,35.2,1,0,N,
C1967,남,23,지인추천,베이직,2023-12-27,29,16,30.0,1,0,N,
C1968,여,30,지인추천,베이직,2026-04-02,1,14,10.2,0,0,N,
C1969,남,30,지인추천,베이직,2026-02-17,3,10,29.6,1,0,N,
C1970,남,49,소셜미디어,스탠다드,2023-06-21,35,14,11.8,0,0,N,
C1971,남,48,제휴이벤트,프리미엄,2025-07-27,10,4,3.0,1,0,Y,2025-08-28
C1972,남,41,제휴이벤트,프리미엄,2025-04-06,14,7,12.7,1,0,N,
C1973,여,22,제휴이벤트,베이직,2024-02-01,28,11,20.5,0,1,N,
C1974,남,34,지인추천,스탠다드,2025-10-13,7,13,10.8,0,0,N,
C1975,여,29,지인추천,베이직,2023-09-27,32,12,23.8,3,0,N,
C1976,남,48,지인추천,스탠다드,2024-02-20,27,8,13.1,1,0,N,
C1977,남,52,소셜미디어,스탠다드,2026-03-07,2,11,21.3,1,0,N,
